CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,PRICE
7.497056975758776,18.513292883861965,7.851170512077179,0,0.48651954892712296,6.595795722038332,54.2810454758974,3.417040868188752,20,128.2276678046655,21.26253187784094,287.9931049935275,26.043036727706156,42963.55007578192
19.014778985134225,54.190094737835814,7.409363972159994,0,1.0026403123529297,6.082247131291829,9.860723112320212,1.6609193366700012,4,166.33792972421577,10.11541322585936,318.278002991423,2.2006761855691175,36504.3911121397
14.642558896809986,87.29458358764083,27.1876374156311,0,1.1972378999036026,4.729107155757177,27.121562903228952,7.379571107745588,2,104.75172181651284,18.586455314083906,303.79499959406604,29.22830828859041,32724.698573080917
11.977183099098761,73.22248864095612,7.486385995485183,1,0.23002600532939282,3.0387861467382633,51.740164296047865,0.6445539036505181,5,207.0602305327983,18.157698537007178,241.1502157269047,36.31327899335921,30676.4296817582
3.1288126224443054,80.65611478614497,8.15849178385893,0,1.097365865790932,5.977435331404884,34.47235195574695,1.729109239181831,1,148.2930060973216,12.27890538889087,216.36955868551894,32.02762974197874,41462.62113286809
3.1283304615206906,65.87833667107174,22.78194787253891,1,0.8226305335986581,4.713755931373458,22.26754178731345,12.21057510866314,5,797.0616574459431,23.522835772029143,212.78797289219912,23.76949763239148,34504.642901950996
1.171091407242307,69.22765645178525,13.4921952735162,1,1.1733826191648211,7.40764980426321,52.89261998225164,11.686363500464292,6,302.16697896786275,24.04194376758982,292.0146390790169,27.180837010647135,42216.78910197276
17.324861154040953,84.91956515653193,23.301316708655435,0,0.6650095175264277,3.143677591622901,35.66693037754578,13.769512895870992,2,204.4876088684731,24.41786438104195,248.438306482562,39.617479780815195,31991.79171170905
12.026289084746743,24.966800885918595,1.9609847269315572,0,1.0473879305713738,6.508966867834745,29.5202261014744,12.890473820705868,1,268.69738059714257,24.56941891117184,354.7396743965532,4.535821451864194,48652.28538798739
14.164370830142948,48.942496364314046,14.62713581020153,1,0.26239406859827724,8.648845425036392,49.07861465683617,10.406045666977363,4,755.2879000780943,10.001056538645937,362.4105952980136,27.02254831669634,55571.58383016788
0.4214840409730909,22.120944181960223,1.008408005498479,1,0.5352790500782958,4.046455602668997,17.662004517806448,1.258826430859611,7,464.112156117077,29.078416076934445,151.16811340195554,12.05251008825316,31326.65845470217
19.398497944718265,98.7668007996647,1.8795961036606357,0,0.26701653775121,5.829896944503572,93.13584464216369,11.851304960806534,22,355.3726674154998,26.28417534109326,140.8700954637177,25.96352546686063,37658.97418085057
16.65052838960043,94.40593396866133,27.193123600332328,0,1.1753431334790705,3.548531950902829,87.4316993023277,12.759906757188126,1,711.3740205364536,28.079633931785708,289.12027781079985,24.69731945947361,28399.374494582364
4.254658822458739,3.94268113685059,4.177361133527855,0,1.0169739072718367,6.754091473568115,72.22395564535086,12.08669111369334,1,376.4931893843227,10.312865906148684,190.36772441868382,6.984816452218321,40324.54320546916
3.644681094469941,70.55751725156884,15.972620468256514,1,1.0525474212459704,6.303190083577354,15.09031362090334,7.872946011966378,8,334.50599897038705,28.677175915714788,105.57121562952966,9.063119183869327,50785.897903958816
3.6762561519701413,92.52483174156659,12.332868078021196,1,1.1379652314338942,5.444193145276994,78.70833917462083,3.877076660417484,20,245.0977657848149,26.195770573762093,366.5928008088865,25.243553543685326,37402.68650587124
6.091802436761158,18.057534512733355,10.42029978776528,1,0.28510348611978537,6.128262128842447,81.75594617035681,12.757284647486538,16,364.4577767365881,26.74438285917397,168.07023017314248,6.000967944847191,38043.94137703418
10.499881068328433,56.79452305526295,26.995000370618175,1,0.5855975925133334,8.379447950814061,77.93763868286209,11.043860741232008,21,321.6790492118482,11.86574769443937,378.78419550574273,11.342054130082591,51310.96963302727
8.644580922655893,91.54882975880419,0.654701903264685,1,0.27103488904400214,4.177765813866403,15.82675927632791,14.721037028638348,13,574.1127715086986,24.77556057837195,315.2303352634761,33.57457636178209,38978.744801379275
5.8316705125588575,3.394597858579884,19.913690585267673,0,0.4107931015500286,3.1353870702320834,66.17125592143765,2.7575426674610273,23,302.707893269509,29.19833379284182,328.7960469734453,13.756568734063906,19738.70621299618
12.240939365500365,69.742026724684,28.901833026406514,0,0.42936577703767237,8.169989308194605,84.26085559619287,3.7721364542547984,24,504.03982249579303,23.570946828363212,160.43844873794814,20.034346094516856,45775.785743926666
2.7984822744343156,29.734900737255078,16.805045503855258,1,0.6691072110475786,6.462702494327439,59.84857311586843,3.571073173281789,23,146.1245155223809,21.41122809249213,170.25832768504387,37.70447307068777,44935.6697605037
5.8499715242190105,92.43961953765304,28.104673860992754,1,0.4685621674536426,8.343950732771054,66.40870064666845,11.991826630509383,18,233.90240968756007,28.91259355497994,256.38032614721976,9.858814464640906,50062.21723548196
